company_id,industry_sector,revenue,cogs,gross_profit,operating_profit,net_profit,ebitda,interest_expense,total_assets,total_liabilities,total_equity,current_assets,current_liabilities,liquid_assets,cash,inventory,accounts_payable,share_price,shares_outstanding,dividends_per_share,annualized_portfolio_return,benchmark_return,risk_free_rate,daily_return_stdev,downside_deviation,market_covariance,market_variance,correlation_to_benchmark,tracking_error,historical_peak_value,historical_trough_value,var_95_amount,total_gross_loan_amount,days_past_due,provision_for_credit_losses,net_profit_margin,roa,roe,cash_ratio,quick_ratio,current_ratio,inventory_turnover,asset_turnover,payable_turnover,debt_to_assets,debt_to_equity,interest_coverage,dscr,eps,pe_ratio,dividend_yield,volatility_annualized,alpha,beta,sharpe_ratio,treynor_ratio,max_drawdown,sortino_ratio,r_squared,npl_status,cost_of_risk,is_default,portfolio_weight
COMP_00668,Technology,9268.59,7128.28,2140.31,266.36,164.41,1205.0,134.67,7761.97,2394.66,5367.31,3831.72,719.42,2733.88,1985.97,360.35,161.99,25.58,24.24,0.0,0.1208,0.0438,0.04,0.007004,0.125,0.022048,0.024209,0.5555,0.0071,33.09,26.11,44.38,3053.03,6,107.26,0.0177,0.0212,0.0306,2.7605,3.8001,5.3261,19.7815,1.1941,44.0044,0.3085,0.4462,1.9779,2.7388,6.7826,3.77,0.0,0.1112,0.077,0.9107,0.7266,0.0887,0.2109,0.6464,0.3086,0,0.0351,0,0.00065134
COMP_00669,Consumer Staples,2412.3,1477.78,934.52,285.48,174.92,458.81,138.28,4024.96,3487.77,537.19,2174.2,943.44,1005.63,513.64,620.38,470.91,23.46,39.56,0.0,0.2773,0.0708,0.04,0.013964,0.1364,0.023498,0.018875,0.8002,0.0975,25.66,8.24,2.26,578.32,90,12.31,0.0725,0.0435,0.3256,0.5444,1.0659,2.3045,2.3821,0.5993,3.1381,0.8665,6.4926,2.0645,2.3395,4.4216,5.31,0.0,0.2217,0.2065,1.2449,1.0704,0.1906,0.6789,1.7397,0.6403,0,0.0213,0,0.00012338
COMP_00670,Consumer Discretionary,2962.18,1345.31,1616.87,814.28,498.92,1113.84,439.14,7516.35,6064.47,1451.88,2079.47,3453.28,914.46,303.27,432.68,1081.15,14.65,59.07,0.64,0.31,0.1145,0.04,0.017563,0.2091,0.028741,0.022359,0.4967,0.0232,17.31,11.81,2.85,581.2,0,14.3,0.1684,0.0664,0.3436,0.0878,0.2648,0.6022,3.1092,0.3941,1.2443,0.8068,4.177,1.8543,2.24,8.4463,1.73,0.0437,0.2788,0.1955,1.2854,0.9684,0.2101,0.3177,1.2912,0.2467,0,0.0246,0,0.000124
COMP_00671,Financials,800.65,490.27,310.38,248.63,152.68,323.38,78.09,2116.76,1673.63,443.13,632.16,905.27,540.87,384.78,172.12,379.99,129.14,81.74,0.85,0.2058,0.1159,0.04,0.015603,0.2927,0.02828,0.01866,0.917,0.0141,210.8,151.44,1.8,536.56,41,25.33,0.1907,0.0721,0.3445,0.425,0.5975,0.6983,2.8484,0.3782,1.2902,0.7907,3.7768,3.1839,2.4546,1.8679,69.14,0.0066,0.2477,0.0899,1.5155,0.6694,0.1094,0.2816,0.5665,0.8409,0,0.0472,0,0.00011447
COMP_00672,Industrials,20533.34,12885.52,7647.82,4422.29,2857.64,5396.61,1911.98,38001.82,30833.84,7167.98,15835.23,10085.3,10379.32,3447.97,3230.85,4131.2,48.78,74.56,1.42,-0.2332,0.0191,0.04,0.022506,0.3975,0.025684,0.027056,0.9004,0.0765,63.84,51.02,33.91,3235.0,73,122.34,0.1392,0.0752,0.3987,0.3419,1.0292,1.5701,3.9883,0.5403,3.1191,0.8114,4.3016,2.3129,2.4141,38.3267,1.27,0.0291,0.3573,-0.2523,0.9493,-0.7646,-0.2878,0.2008,-0.6873,0.8107,0,0.0378,0,0.00069017
COMP_00673,Healthcare,680.09,490.5,189.59,76.57,51.98,128.21,15.67,891.91,269.39,622.52,331.96,143.97,313.99,180.9,22.47,75.89,107.67,6.61,0.96,0.1986,0.0998,0.04,0.017266,0.2901,0.015471,0.022155,0.9595,0.0364,122.29,89.28,1.4,293.01,0,5.93,0.0764,0.0583,0.0835,1.2565,2.1809,2.3058,21.8291,0.7625,6.4633,0.302,0.4327,4.8864,2.8509,7.8638,13.69,0.0089,0.2741,0.0988,0.6983,0.5786,0.2271,0.2699,0.5467,0.9206,0,0.0202,0,6.251e-05
COMP_00674,Financials,526.21,242.03,284.18,129.26,82.58,166.07,10.5,1115.22,388.39,726.83,560.84,110.58,295.08,80.78,91.12,50.63,179.04,937.21,0.12,0.0676,0.0735,0.04,0.009708,0.1084,0.015144,0.040839,0.2502,0.045,289.87,96.89,5.87,200.45,0,5.65,0.1569,0.074,0.1136,0.7305,2.6685,5.0718,2.6562,0.4718,4.7804,0.3483,0.5344,12.3105,5.4369,0.0881,2032.24,0.0007,0.1541,-0.0059,0.3708,0.1791,0.0744,0.6657,0.2546,0.0626,0,0.0282,0,4.276e-05
COMP_00675,Consumer Staples,9618.25,5137.64,4480.61,2369.41,1658.26,3024.88,256.89,13276.18,4478.61,8797.57,5340.24,1253.26,4037.01,2256.54,1261.4,675.33,148.72,289.93,0.0,-0.0542,0.055,0.04,0.00954,0.1505,0.009193,0.010667,0.6736,0.0641,296.68,181.58,4.19,5187.74,0,139.32,0.1724,0.1249,0.1885,1.8005,3.2212,4.2611,4.073,0.7245,7.6076,0.3373,0.5091,9.2234,3.8997,5.7195,26.0,0.0,0.1514,-0.1092,0.8618,-0.6222,-0.1093,0.388,-0.6259,0.4537,0,0.0269,0,0.00110677
COMP_00676,Utilities,186.96,99.47,87.49,59.11,48.26,73.85,4.35,254.56,82.05,172.51,52.39,41.6,44.13,30.74,12.5,20.84,24.03,31.35,0.0,-0.0041,0.1125,0.04,0.019012,0.2018,0.032199,0.035229,0.3611,0.0679,44.71,37.32,0.68,92.93,0,3.99,0.2581,0.1896,0.2798,0.7389,1.0608,1.2594,7.9576,0.7344,4.773,0.3223,0.4756,13.5885,5.413,1.5394,15.61,0.0,0.3018,-0.1166,0.914,-0.1461,-0.0482,0.1653,-0.2185,0.1304,0,0.0429,1,1.983e-05
COMP_00677,Healthcare,119.48,99.13,20.35,13.6,10.23,27.74,10.54,307.87,142.55,165.32,71.73,47.15,63.12,31.62,24.53,28.29,339.24,107.08,0.03,-0.1002,0.0926,0.04,0.006091,0.0938,0.045122,0.029643,0.2625,0.0544,599.65,413.73,1.81,70.91,0,0.4,0.0856,0.0332,0.0619,0.6706,1.3387,1.5213,4.0412,0.3881,3.5041,0.463,0.8623,1.2903,1.5734,0.0955,3552.25,0.0001,0.0967,-0.1928,1.5222,-1.4498,-0.0921,0.31,-1.4947,0.0689,0,0.0056,0,1.513e-05
COMP_00678,Real Estate,1265.81,724.01,541.8,299.59,181.9,430.17,82.97,1442.24,1138.85,303.39,866.72,257.29,492.71,224.71,200.99,140.36,61.52,27.12,0.46,0.2257,0.0912,0.04,0.012963,0.2422,0.049798,0.026609,0.6009,0.0407,104.39,41.65,5.24,251.12,0,9.56,0.1437,0.1261,0.5996,0.8734,1.915,3.3687,3.6022,0.8777,5.1582,0.7896,3.7537,3.6108,3.98,6.7072,9.17,0.0075,0.2058,0.1345,1.8715,0.9023,0.0992,0.601,0.7667,0.3611,0,0.0381,0,5.357e-05
COMP_00679,Materials,1094.35,796.19,298.16,217.16,165.52,339.0,10.69,888.77,367.75,521.02,234.37,179.46,118.66,94.42,31.86,51.04,13.15,19.67,0.0,0.1624,0.0822,0.04,0.019341,0.2287,0.021422,0.013764,0.928,0.0742,23.11,9.49,6.2,352.28,0,4.6,0.1512,0.1862,0.3177,0.5261,0.6612,1.306,24.9903,1.2313,15.5993,0.4138,0.7058,20.3143,7.3827,8.4148,1.56,0.0,0.307,0.0802,1.5564,0.3987,0.0786,0.5894,0.5352,0.8612,0,0.0131,0,7.516e-05
COMP_00680,Healthcare,834.25,605.17,229.08,13.33,8.44,40.58,13.08,1285.5,525.44,760.06,225.02,313.08,117.99,19.42,14.18,183.01,40.76,22.45,0.0,-0.1983,0.0574,0.04,0.007525,0.1006,0.042401,0.046373,0.4298,0.037,94.39,47.52,14.41,225.24,0,4.31,0.0101,0.0066,0.0111,0.062,0.3769,0.7187,42.6777,0.649,3.3068,0.4087,0.6913,1.0191,1.1398,0.3759,108.43,0.0,0.1195,-0.2557,0.9143,-1.9941,-0.2606,0.4966,-2.3688,0.1847,0,0.0191,1,4.805e-05
COMP_00681,Telecom,3614.52,1744.99,1869.53,1008.81,833.98,1162.9,176.49,6795.81,4684.54,2111.27,3504.78,1997.45,2687.14,982.49,1004.21,671.25,36.38,33.93,0.07,0.098,0.0759,0.04,0.010892,0.1348,-0.014054,0.028107,0.5108,0.0356,38.07,24.07,6.74,614.4,0,21.49,0.2307,0.1227,0.395,0.4919,1.3453,1.7546,1.7377,0.5319,2.5996,0.6893,2.2188,5.716,4.8876,24.5794,1.48,0.0019,0.1729,0.0221,-0.5,0.3355,-0.116,0.3677,0.4303,0.2609,0,0.035,0,0.00013108
COMP_00682,Consumer Staples,368.76,234.51,134.25,73.36,56.23,87.24,21.49,867.02,271.38,595.64,426.58,82.9,293.18,219.03,135.14,36.74,47.05,85.76,0.0,-0.1051,0.0796,0.04,0.014958,0.1353,0.046071,0.056999,0.7324,0.0208,80.01,41.15,4.23,267.02,0,11.08,0.1525,0.0649,0.0944,2.6421,3.5366,5.1457,1.7353,0.4253,6.383,0.313,0.4556,3.4137,1.8103,0.6557,71.76,0.0,0.2375,-0.1847,0.8083,-0.6109,-0.1795,0.4857,-1.0724,0.5364,0,0.0415,0,5.697e-05
COMP_00683,Energy,1184.41,944.15,240.26,53.95,41.12,117.54,30.75,2982.88,1444.26,1538.62,1342.41,504.28,979.21,555.91,314.25,290.74,42.41,90.21,2.25,0.2125,0.0381,0.04,0.016467,0.3047,0.053076,0.057508,0.8826,0.0541,98.19,41.71,16.25,1014.5,0,38.52,0.0347,0.0138,0.0267,1.1024,1.9418,2.662,3.0045,0.3971,3.2474,0.4842,0.9387,1.7545,0.8891,0.4558,93.05,0.0531,0.2614,0.1744,0.9229,0.6599,0.1869,0.5752,0.5661,0.779,0,0.038,0,0.00021644
COMP_00684,Materials,711.85,418.28,293.57,98.28,82.27,147.95,42.93,1608.6,711.04,897.56,645.25,326.69,265.39,133.32,125.64,93.32,55.0,44.2,4.21,-0.0909,0.0905,0.04,0.018346,0.2245,0.039854,0.038684,0.2796,0.0288,98.07,68.36,34.43,262.84,0,4.63,0.1156,0.0511,0.0917,0.4081,0.8124,1.9751,3.3292,0.4425,4.4822,0.442,0.7922,2.2893,2.1376,1.8613,29.55,0.0765,0.2912,-0.1814,1.0302,-0.4495,-0.1271,0.3029,-0.5831,0.0782,0,0.0176,0,5.608e-05
COMP_00685,Technology,376.36,309.58,66.78,20.82,17.08,53.86,37.1,819.83,656.48,163.35,520.42,315.47,320.08,180.69,160.44,171.27,19.04,10.95,0.04,-0.2732,0.1107,0.04,0.015404,0.2867,0.038414,0.027583,0.6632,0.0694,25.41,21.17,1.93,120.48,0,3.42,0.0454,0.0208,0.1046,0.5728,1.0146,1.6497,1.9296,0.4591,1.8076,0.8008,4.0189,0.5612,1.0959,1.5598,12.21,0.0021,0.2445,-0.3839,1.3927,-1.281,-0.2249,0.1669,-1.0924,0.4398,0,0.0284,0,2.57e-05
COMP_00686,Industrials,1018.2,465.55,552.65,438.35,351.43,514.79,79.23,2305.86,1347.6,958.26,484.04,747.29,276.18,99.22,59.1,434.37,43.09,85.06,0.0,0.1321,0.1128,0.04,0.014181,0.226,0.022169,0.029979,0.3864,0.0367,58.33,40.75,5.36,461.24,72,8.84,0.3451,0.1524,0.3667,0.1328,0.3696,0.6477,7.8773,0.4416,1.0718,0.5844,1.4063,5.5326,4.1067,4.1316,10.43,0.0,0.2251,0.0193,0.7395,0.4092,0.1245,0.3014,0.4075,0.1493,0,0.0192,0,9.84e-05
COMP_00687,Technology,3050.67,1180.85,1869.82,1000.99,641.18,1340.49,94.56,4262.88,2857.02,1405.86,1726.81,1610.03,1511.1,296.57,292.9,871.83,23.78,220.21,0.0,0.1806,0.0441,0.04,0.012433,0.1292,0.026792,0.024381,0.806,0.0108,46.51,18.45,32.4,509.3,0,13.15,0.2102,0.1504,0.4561,0.1842,0.9386,1.0725,4.0316,0.7156,1.3544,0.6702,2.0322,10.5858,9.2136,2.9117,8.17,0.0,0.1974,0.1365,1.0989,0.7123,0.1279,0.6033,1.0882,0.6496,0,0.0258,0,0.00010866
COMP_00688,Healthcare,13970.2,11116.46,2853.74,-671.1,-559.8,929.7,257.23,22927.82,7654.96,15272.86,9905.33,4168.21,8191.14,2693.62,2003.82,2199.43,39.12,43.81,0.0,0.2022,0.0616,0.04,0.024181,0.3552,0.039116,0.044186,0.407,0.0912,85.57,28.01,4.16,8313.6,80,271.23,-0.0401,-0.0244,-0.0367,0.6462,1.9651,2.3764,5.5476,0.6093,5.0542,0.3339,0.5012,-2.6089,0.854,-12.7779,,0.0,0.3839,0.1406,0.8853,0.4225,0.1832,0.6727,0.4566,0.1656,0,0.0326,1,0.00177365
COMP_00689,Technology,2198.0,1700.9,497.1,-63.73,-49.41,34.56,185.48,4739.24,4046.35,692.89,764.19,1858.88,486.23,179.28,49.53,568.53,29.19,51.13,0.0,0.048,0.0937,0.04,0.008434,0.0755,0.05834,0.036721,0.7675,0.005,66.57,45.56,4.63,1652.81,0,12.62,-0.0225,-0.0104,-0.0713,0.0964,0.2616,0.4111,34.3408,0.4638,2.9918,0.8538,5.8398,-0.3436,0.0985,-0.9664,,0.0,0.1339,-0.0457,1.5887,0.0597,0.005,0.3156,0.106,0.5891,0,0.0076,1,0.00035262
COMP_00690,Telecom,53.89,45.61,8.28,2.96,2.51,8.71,0.6,50.89,23.39,27.5,18.12,8.89,13.53,6.25,4.65,3.23,24.02,443.62,0.0,0.0778,0.0663,0.04,0.022953,0.2321,0.039301,0.031115,0.757,0.005,42.31,39.61,131.52,15.11,0,0.73,0.0466,0.0493,0.0913,0.703,1.5219,2.0382,9.8086,1.059,14.1207,0.4596,0.8505,4.9333,4.126,0.0057,4214.04,0.0,0.3644,0.0115,1.2631,0.1037,0.0299,0.0638,0.1629,0.573,0,0.0483,0,3.22e-06
COMP_00691,Consumer Staples,1047.57,722.51,325.06,235.15,158.98,311.99,26.37,1518.68,1077.42,441.26,822.21,508.24,350.45,142.29,87.62,256.22,61.06,130.77,0.52,0.1624,0.0514,0.04,0.015066,0.1374,0.040159,0.036172,0.9612,0.0757,136.43,57.71,10.77,515.03,0,15.28,0.1518,0.1047,0.3603,0.28,0.6895,1.6178,8.2459,0.6898,2.8199,0.7094,2.4417,8.9173,4.0064,1.2157,50.23,0.0085,0.2392,0.111,1.1102,0.5117,0.1103,0.577,0.8908,0.9239,0,0.0297,0,0.00010988
COMP_00692,Real Estate,1164.17,952.69,211.48,145.7,101.25,228.12,43.44,1972.25,1716.86,255.39,760.4,801.13,570.67,278.86,114.02,198.09,50.05,21.35,0.0,0.2357,0.106,0.04,0.013602,0.1178,0.012437,0.016076,0.5857,0.005,69.11,48.07,6.86,272.23,0,6.78,0.087,0.0513,0.3965,0.3481,0.7123,0.9492,8.3555,0.5903,4.8094,0.8705,6.7225,3.3541,3.2283,4.7424,10.55,0.0,0.2159,0.1297,0.7736,0.9064,0.253,0.3044,1.6613,0.343,0,0.0249,0,5.808e-05
COMP_00693,Utilities,3372.64,2574.92,797.72,429.22,295.63,768.66,210.16,6656.14,3864.7,2791.44,3911.41,1109.92,1773.68,492.11,681.95,616.39,46.9,17.96,1.21,0.0507,0.0646,0.04,0.01663,0.2463,0.041099,0.043142,0.3245,0.005,87.1,52.84,25.12,1446.7,0,38.31,0.0877,0.0444,0.1059,0.4434,1.598,3.524,3.7758,0.5067,4.1774,0.5806,1.3845,2.0423,2.1663,16.4605,2.85,0.0258,0.264,-0.0139,0.9526,0.0405,0.0112,0.3933,0.0434,0.1053,0,0.0265,0,0.00030864
COMP_00694,Industrials,1368.91,1057.09,311.82,-21.57,-16.32,30.97,65.12,2560.22,1484.67,1075.55,1209.45,598.35,958.74,258.51,292.15,169.99,23.45,16.0,0.58,0.0245,0.0284,0.04,0.008209,0.0897,0.067396,0.035744,0.8186,0.0494,51.21,43.12,17.2,456.15,0,19.41,-0.0119,-0.0064,-0.0152,0.432,1.6023,2.0213,3.6183,0.5347,6.2185,0.5799,1.3804,-0.3312,0.2797,-1.02,,0.0247,0.1303,-0.0039,1.8855,-0.119,-0.0082,0.158,-0.1728,0.6701,0,0.0426,0,9.732e-05
COMP_00695,Telecom,4933.02,3130.35,1802.67,1259.99,1005.39,1799.78,144.06,11740.05,3829.75,7910.3,6257.95,1084.91,4478.26,1695.53,435.84,462.09,53.07,79.79,0.1,-0.2722,0.0936,0.04,0.022265,0.364,0.041655,0.040749,0.7829,0.1014,125.65,42.53,123.31,3972.81,0,40.98,0.2038,0.0856,0.1271,1.5628,4.1278,5.7682,7.1823,0.4202,6.7743,0.3262,0.4841,8.7463,3.3247,12.6005,4.21,0.0019,0.3534,-0.3658,1.0222,-0.8834,-0.3054,0.6615,-0.8577,0.6129,0,0.0103,0,0.00084757
COMP_00696,Telecom,1754.62,949.57,805.05,397.49,266.29,556.07,63.39,3231.2,1627.49,1603.71,1784.4,910.82,1008.67,461.88,271.69,220.44,32.46,271.26,0.5,0.0906,0.1028,0.04,0.01982,0.2313,0.010553,0.023879,0.8637,0.0573,70.65,41.29,24.93,329.31,0,15.06,0.1518,0.0824,0.166,0.5071,1.1074,1.9591,3.495,0.543,4.3076,0.5037,1.0148,6.2705,5.7731,0.9817,33.07,0.0154,0.3146,-0.0122,0.4419,0.1608,0.1145,0.4156,0.2188,0.746,0,0.0457,0,7.026e-05
COMP_00697,Technology,7119.25,5818.41,1300.84,496.53,321.36,1270.92,517.9,19856.2,15966.41,3889.79,9823.86,5257.73,5933.24,2207.9,1299.78,1441.02,23.96,96.78,0.0,0.282,0.0595,0.04,0.01072,0.1888,0.080947,0.047152,0.6357,0.0181,55.18,27.31,2.8,2308.52,0,35.64,0.0451,0.0162,0.0826,0.4199,1.1285,1.8685,4.4765,0.3585,4.0377,0.8041,4.1047,0.9587,1.6974,3.3205,7.22,0.0,0.1702,0.2225,1.7167,1.4219,0.141,0.5051,1.2818,0.4041,0,0.0154,1,0.00049251
COMP_00698,Technology,647.75,366.66,281.09,184.69,150.59,262.1,16.01,1060.17,358.15,702.02,556.26,187.02,250.07,131.23,28.07,81.2,74.38,20.88,0.28,0.1883,0.0914,0.04,0.018861,0.2423,0.057516,0.033933,0.714,0.0337,173.38,79.53,3.61,281.52,0,10.16,0.2325,0.142,0.2145,0.7017,1.3371,2.9743,13.0623,0.611,4.5155,0.3378,0.5102,11.5359,5.935,7.2122,10.31,0.0038,0.2994,0.0969,1.695,0.4953,0.0875,0.5413,0.6121,0.5098,0,0.0361,0,6.006e-05
COMP_00699,Healthcare,1304.03,807.73,496.3,110.58,80.53,210.5,69.47,2550.45,2158.64,391.81,1269.24,757.45,733.03,257.66,326.82,343.77,64.13,128.48,1.94,0.2341,0.019,0.04,0.010539,0.1248,0.008871,0.014935,0.9514,0.0699,90.08,70.37,13.47,471.26,26,14.16,0.0618,0.0316,0.2055,0.3402,0.9678,1.6757,2.4715,0.5113,2.3496,0.8464,5.5094,1.5918,1.8054,0.6268,102.31,0.0303,0.1673,0.2151,0.594,1.1602,0.3268,0.2188,1.5553,0.9052,0,0.03,0,0.00010054
COMP_00700,Utilities,2957.12,1694.6,1262.52,933.68,735.57,1047.21,100.98,2386.58,1631.83,754.75,1014.85,824.88,945.6,250.74,122.57,253.98,3.0,24.66,1.52,0.1517,0.0688,0.04,0.007203,0.0604,0.055464,0.043472,0.2125,0.0214,4.46,1.93,21.8,243.55,6,9.58,0.2487,0.3082,0.9746,0.304,1.1463,1.2303,13.8256,1.2391,6.6722,0.6838,2.1621,9.2462,8.3553,29.8285,0.1,0.5067,0.1143,0.0829,1.2759,0.9773,0.0875,0.5673,1.8493,0.0452,0,0.0393,0,5.196e-05
COMP_00701,Financials,551.9,349.03,202.87,123.35,99.66,148.18,11.76,818.5,428.59,389.91,354.63,123.59,236.68,168.24,35.44,30.61,6.0,662.84,0.0,0.1255,0.0574,0.04,0.017312,0.2779,0.018414,0.015644,0.721,0.0178,13.22,7.09,26.17,72.11,0,0.86,0.1806,0.1218,0.2556,1.3613,1.915,2.8694,9.8485,0.6743,11.4025,0.5236,1.0992,10.4889,7.8109,0.1504,39.89,0.0,0.2748,0.0681,1.1771,0.3111,0.0726,0.4637,0.3077,0.5198,0,0.0119,0,1.538e-05
COMP_00702,Technology,424.96,248.71,176.25,123.01,81.98,148.14,53.53,1150.14,696.09,454.05,281.72,351.87,186.17,52.2,81.53,147.72,116.48,31.21,0.04,-0.0617,0.1132,0.04,0.013793,0.2591,0.000896,0.01297,0.5591,0.0257,279.01,245.5,16.19,248.13,0,10.36,0.1929,0.0713,0.1806,0.1484,0.5291,0.8006,3.0505,0.3695,1.6837,0.6052,1.5331,2.298,1.8909,2.6267,44.34,0.0003,0.219,-0.1749,0.0691,-0.4644,-1.4718,0.1201,-0.3925,0.3126,0,0.0418,0,5.294e-05
COMP_00703,Consumer Staples,515.31,192.72,322.59,282.7,202.26,302.96,6.98,790.42,274.93,515.49,445.58,74.73,332.44,258.74,27.52,40.07,12.21,18.77,0.7,-0.014,0.1087,0.04,0.013976,0.1514,0.054282,0.047226,0.5207,0.025,27.07,21.66,7.67,243.85,0,8.36,0.3925,0.2559,0.3924,3.4623,4.4485,5.9625,7.0029,0.6519,4.8096,0.3478,0.5333,40.5014,9.6592,10.7757,1.13,0.0573,0.2219,-0.1227,1.1494,-0.2434,-0.047,0.1999,-0.3567,0.2711,0,0.0343,0,5.202e-05
COMP_00704,Energy,446.28,353.02,93.26,16.29,12.97,62.43,18.16,605.61,237.01,368.6,185.36,93.93,123.53,97.81,59.33,26.35,11.59,74.09,0.43,-0.1069,0.0612,0.04,0.023322,0.3547,0.02779,0.033562,0.433,0.0148,15.45,11.44,17.45,41.54,0,1.66,0.0291,0.0214,0.0352,1.0413,1.3151,1.9734,5.9501,0.7369,13.3973,0.3914,0.643,0.897,2.7978,0.1751,66.19,0.0371,0.3702,-0.1681,0.828,-0.3968,-0.1774,0.2595,-0.4142,0.1875,0,0.04,1,8.86e-06
COMP_00705,Industrials,2053.03,1174.74,878.29,581.27,449.03,697.71,125.1,4097.4,1787.14,2310.26,1712.17,438.65,1019.65,614.77,438.44,209.07,29.55,132.94,0.0,0.1816,0.0636,0.04,0.02035,0.3141,0.015071,0.011269,0.7662,0.0487,73.52,39.6,62.61,1268.37,0,34.22,0.2187,0.1096,0.1944,1.4015,2.3245,3.9033,2.6794,0.5011,5.6189,0.4362,0.7736,4.6464,2.7694,3.3777,8.75,0.0,0.323,0.118,1.3374,0.4384,0.1059,0.4614,0.4508,0.5871,0,0.027,0,0.0002706
COMP_00706,Technology,121.3,78.17,43.13,15.99,9.73,30.28,3.59,118.05,59.04,59.01,32.44,24.27,15.47,7.37,3.29,8.6,40.92,78.63,0.25,0.2559,0.1222,0.04,0.021374,0.2743,0.054438,0.035641,0.2898,0.0121,79.89,58.28,10.9,31.28,0,1.32,0.0802,0.0824,0.1649,0.3037,0.6374,1.3366,23.7599,1.0275,9.0895,0.5001,1.0005,4.454,4.5073,0.1237,330.8,0.0061,0.3393,0.1337,1.5274,0.6363,0.1414,0.2705,0.7871,0.084,0,0.0422,0,6.67e-06
COMP_00707,Consumer Staples,169.5,71.12,98.38,55.26,35.25,71.06,21.09,333.84,282.12,51.72,166.23,149.04,124.12,82.79,25.77,86.03,22.48,75.64,0.74,0.2568,0.1148,0.04,0.007676,0.0902,0.078546,0.054761,0.3788,0.0628,38.61,15.59,12.51,55.23,0,2.21,0.208,0.1056,0.6816,0.5555,0.8328,1.1153,2.7598,0.5077,0.8267,0.8451,5.4548,2.6202,2.6701,0.466,48.24,0.0329,0.1219,0.142,1.4343,1.7785,0.1512,0.5962,2.4035,0.1435,0,0.04,0,1.178e-05
COMP_00708,Consumer Staples,10252.69,3605.81,6646.88,4739.24,2985.78,5206.85,208.65,15051.61,7359.03,7692.58,9596.67,3695.84,7791.61,5591.12,3214.84,861.24,2.88,107.38,0.0,-0.0793,0.0406,0.04,0.01446,0.1232,0.001579,0.014742,0.4506,0.005,7.05,4.96,9.67,912.84,0,11.49,0.2912,0.1984,0.3881,1.5128,2.1082,2.5966,1.1216,0.6812,4.1868,0.4889,0.9566,22.7138,17.36,27.8057,0.1,0.0,0.2295,-0.1199,0.1071,-0.5198,-1.1139,0.2965,-0.9683,0.203,0,0.0126,0,0.00019475
COMP_00709,Industrials,459.38,217.12,242.26,215.59,158.46,249.05,13.63,754.68,445.63,309.05,415.81,98.17,377.43,230.7,97.99,21.2,37.51,59.42,0.6,0.0339,0.0667,0.04,0.020691,0.3825,0.044968,0.027346,0.3581,0.0345,87.95,38.86,5.75,293.87,0,14.25,0.3449,0.21,0.5127,2.35,3.8447,4.2356,2.2157,0.6087,10.2415,0.5905,1.4419,15.8173,5.7896,2.6668,14.07,0.016,0.3285,-0.0328,1.6444,-0.0186,-0.0037,0.5582,-0.0159,0.1282,0,0.0485,0,6.27e-05
COMP_00710,Financials,1394.12,979.08,415.04,129.62,89.96,230.02,44.22,3542.46,1258.7,2283.76,1627.93,499.54,653.87,141.45,378.68,124.75,140.0,81.77,0.1,-0.1549,0.0894,0.04,0.023764,0.3233,0.016907,0.051515,0.3138,0.005,264.08,107.66,12.25,643.74,0,31.37,0.0645,0.0254,0.0394,0.2832,1.3089,3.2589,2.5855,0.3935,7.8483,0.3553,0.5512,2.9313,2.1182,1.1002,127.25,0.0007,0.3772,-0.2443,0.3282,-0.5167,-0.5938,0.5923,-0.6028,0.0985,0,0.0487,0,0.00013734
COMP_00711,Consumer Staples,183.65,73.39,110.26,98.53,74.47,112.18,10.47,414.37,301.82,112.55,179.73,163.25,78.48,11.92,44.2,83.74,11.02,121.54,0.54,-0.0892,0.0846,0.04,0.014611,0.1657,0.016705,0.022709,0.5787,0.0473,17.04,13.27,22.21,156.16,58,7.69,0.4055,0.1797,0.6617,0.073,0.4807,1.1009,1.6604,0.4432,0.8764,0.7284,2.6817,9.4107,4.3004,0.6127,17.99,0.049,0.2319,-0.1738,0.7356,-0.5571,-0.1756,0.2212,-0.7797,0.3349,0,0.0492,0,3.332e-05
COMP_00712,Energy,1227.76,987.66,240.1,-10.47,-8.7,85.56,51.92,2187.17,1343.32,843.85,863.68,617.98,772.71,212.29,163.08,351.7,123.83,16.04,0.64,-0.0924,0.1001,0.04,0.00522,0.0926,0.012579,0.015427,0.2922,0.0051,210.86,175.19,4.9,511.03,0,4.82,-0.0071,-0.004,-0.0103,0.3435,1.2504,1.3976,6.0563,0.5613,2.8082,0.6142,1.5919,-0.2017,0.8305,-0.5424,,0.0052,0.0829,-0.1925,0.8154,-1.5971,-0.1624,0.1692,-1.4298,0.0854,0,0.0094,0,0.00010903
COMP_00713,Consumer Staples,462.75,211.71,251.04,148.65,111.45,163.83,28.01,958.14,513.51,444.63,241.92,114.86,180.75,49.26,24.24,60.76,26.5,42.62,2.1,0.2895,0.0558,0.04,0.020119,0.1905,0.058893,0.032175,0.4393,0.0457,48.38,41.09,4.63,238.55,0,9.22,0.2408,0.1163,0.2507,0.4289,1.5737,2.1062,8.7339,0.483,3.4844,0.5359,1.1549,5.307,3.1588,2.615,10.13,0.0792,0.3194,0.2337,1.8304,0.7812,0.1363,0.1507,1.3097,0.193,0,0.0387,0,5.089e-05
